reaction_id,reaction_equation,duplicate_test_exact,duplicate_test_directions,duplicate_test_coefficients,duplicate_test_redox,diphosphate_test,dead_end_test
GALKr,atp_c + gal_c <=> adp_c + gal1p_c + h_c,ok,ok,ok,ok,ok,ok
GALT,gal1p_c + h_c + utp_c <=> ppi_c + udpgal_c,ok,ok,ok,ok,should be irreversible,ok
GALURt2r,galur_e + h_e --> galur_c + h_c,ok,ok,ok,ok,ok,ok
GALURt2rpp,galur_p + h_p --> galur_c + h_c,ok,ok,ok,ok,ok,ok
GALUi,g1p_c + h_c + utp_c --> ppi_c + udpg_c,ok,ok,ok,ok,ok,ok
GALabcpp,atp_c + gal_p + h2o_c --> adp_c + gal_c + h_c + pi_c,ok,ok,ok,ok,ok,ok
GALt2,gal_e + h_e --> gal_c + h_c,ok,ok,ok,ok,ok,ok
GAMpts,gam_e + pep_c --> gam6p_c + pyr_c,ok,ok,ok,ok,ok,ok
GAPD,g3p_c + nad_c + pi_c <=> 13dpg_c + h_c + nadh_c,ok,ok,ok,GAPDi_nadp,ok,ok
GAPDi_nadp,13dpg_c + h_c + nadph_c --> g3p_c + nadp_c + pi_c,ok,ok,ok,GAPD,ok,ok
GAPP,g3p_c + h2o_c --> glyald_c + pi_c,ok,ok,ok,ok,ok,ok
GARFT,10fthf_c + gar_c <=> fgam_c + h_c + thf_c,ok,ok,ok,ok,ok,ok
GART,atp_c + for_c + gar_c --> adp_c + fgam_c + h_c + pi_c,ok,ok,ok,ok,ok,ok
GBDM,glyb_c + h2o_c + o2_c --> dmgly_c + fald_c + h2o2_c,ok,ok,ok,ok,ok,ok
GCALDD,gcald_c + h2o_c + nad_c --> glyclt_c + 2.0 h_c + nadh_c,ok,ok,ok,ok,ok,ok
GDBTALDH,gdbtal_c + h2o_c + nad_c --> 4gudbutn_c + 2.0 h_c + nadh_c,ok,ok,ok,ok,ok,ok
GDPDPK,atp_c + gdp_c --> amp_c + h_c + ppgpp_c,ok,ok,ok,ok,ok,ok
GDPDPKE,atp_c + gtp_c + 6.0 h_c --> amp_c + pppgpp_c,ok,ok,ok,ok,ok,ok
GDPMANNDH,gdpmann_c + h2o_c + 2.0 nad_c --> gdpmanur_c + 3.0 h_c + 2.0 nadh_c,ok,ok,ok,ok,ok,ok
GDPTPDP,gdptp_c + h2o_c --> gtp_c + ppi_c,ok,ok,ok,ok,ok,ok
GF6PTA,f6p_c + gln__L_c --> gam6p_c + glu__L_c,ok,ok,ok,ok,ok,ok
GG15DAPAH,ggaptn_c + h2o_c --> 5aptn_c + glu__L_c,ok,ok,ok,ok,ok,ok
GG15DAPO,gg15dap_c + h2o_c + o2_c --> ggbdapal_c + h2o2_c + nh4_c,ok,ok,ok,ok,ok,ok
GG15DAPS,15dap_c + atp_c + glu__L_c --> adp_c + gg15dap_c + h_c + pi_c,ok,ok,ok,ok,ok,ok
GGDAPAH,ggala_B_c + h2o_c --> ala_B_c + glu__L_c,ok,ok,ok,ok,ok,ok
GGDAPO,gg13dampp_c + h2o_c + o2_c --> ggbamppal_c + h2o2_c + nh4_c,ok,ok,ok,ok,ok,ok
GGDAPS,13dampp_c + atp_c + glu__L_c --> adp_c + gg13dampp_c + h_c + pi_c,ok,ok,ok,ok,ok,ok
GGGABADr,ggbutal_c + h2o_c + nadp_c <=> gg4abut_c + 2.0 h_c + nadph_c,ok,ok,ok,GGGABADxr,ok,ok
GGGABADxr,ggbutal_c + h2o_c + nad_c <=> gg4abut_c + 2.0 h_c + nadh_c,ok,ok,ok,GGGABADr,ok,ok
GGGABAH,gg4abut_c + h2o_c --> 4abut_c + glu__L_c,ok,ok,ok,ok,ok,ok
GGPTRCO,ggptrc_c + h2o_c + o2_c --> ggbutal_c + h2o2_c + nh4_c,ok,ok,ok,ok,ok,ok
GGPTRCS,atp_c + glu__L_c + ptrc_c --> adp_c + ggptrc_c + h_c + pi_c,ok,ok,ok,ok,ok,ok
GGSPMDO,ggspmd_c + h2o_c + o2_c --> 13dampp_c + ggbutal_c + h2o2_c,ok,ok,ok,ok,ok,ok
GGSPMDS,atp_c + glu__L_c + spmd_c --> adp_c + ggspmd_c + h_c + pi_c,ok,ok,ok,ok,ok,ok
GHMT2r,ser__L_c + thf_c <=> gly_c + h2o_c + mlthf_c,ok,ok,ok,ok,ok,ok
GK1,atp_c + gmp_c <=> adp_c + gdp_c,ok,ok,ok,ok,ok,ok
GLBRAN3,glyg4n_c --> bglyg4n_c,ok,GLDBRAN3,GLDBRAN3,ok,ok,ok
GLCDpp,glc__D_p + h2o_p + q8_c --> glcn_p + h_p + q8h2_c,ok,ok,ok,ok,ok,ok
GLCNt2rpp,glcn_p + h_p --> glcn_c + h_c,ok,ok,ok,ok,ok,ok
GLCNtex,glcn_e <=> glcn_p,ok,ok,ok,ok,ok,ok
GLCOAS,atp_c + coa_c + glutar_c --> adp_c + glutcoa_c + pi_c,ok,ok,ok,ok,ok,ok
GLCP3,glyg4n_c + 4.0 pi_c --> 4.0 g1p_c,ok,ok,ok,ok,ok,ok
GLCP4,bglyg4n_c + 4.0 pi_c --> 4.0 g1p_c,ok,ok,ok,ok,ok,ok
GLCRD,glcr_c --> 5dh4dglc_c + h2o_c,ok,ok,ok,ok,ok,ok
GLCRt2r,glcr_e + h_e --> glcr_c + h_c,ok,ok,ok,ok,ok,ok
GLCRt2rpp,glcr_p + h_p --> glcr_c + h_c,ok,ok,ok,ok,ok,ok
GLCS3_1,4.0 adpglc_c --> 4.0 adp_c + glyg4n_c + 4.0 h_c,ok,ok,ok,ok,ok,ok
GLCURt2r,glcur_e + h_e --> glcur_c + h_c,ok,ok,ok,ok,ok,ok
GLCURt2rpp,glcur_p + h_p --> glcur_c + h_c,ok,ok,ok,ok,ok,ok
GLCabcpp,atp_c + glc__D_p + h2o_c --> adp_c + glc__D_c + h_c + pi_c,ok,ok,ok,ok,ok,ok
GLCpts,glc__D_e + pep_c --> g6p_c + pyr_c,ok,ok,ok,ok,ok,ok
GLCptspp,glc__D_p + pep_c --> g6p_c + pyr_c,ok,ok,ok,ok,ok,ok
GLCtex,glc__D_e <=> glc__D_p,ok,ok,ok,ok,ok,ok
GLDBRAN3,bglyg4n_c --> glyg4n_c,ok,GLBRAN3,GLBRAN3,ok,ok,ok
GLGC,atp_c + g1p_c + h_c --> adpglc_c + ppi_c,ok,ok,ok,ok,ok,ok
GLNS,atp_c + glu__L_c + nh4_c --> adp_c + gln__L_c + h_c + pi_c,ok,ok,ok,ok,ok,ok
GLNabc,atp_c + gln__L_e + h2o_c --> adp_c + gln__L_c + h_c + pi_c,ok,ok,ok,ok,ok,ok
GLNabcpp,atp_c + gln__L_p + h2o_c --> adp_c + gln__L_c + h_c + pi_c,ok,ok,ok,ok,ok,ok
GLU5K,atp_c + glu__L_c --> adp_c + glu5p_c,ok,ok,ok,ok,ok,ok
GLUCYS,atp_c + cys__L_c + glu__L_c --> adp_c + glucys_c + h_c + pi_c,ok,ok,ok,ok,ok,ok
GLUDxi,glu__L_c + h2o_c + nad_c <=> akg_c + h_c + nadh_c + nh4_c,ok,ok,ok,GLUDy,ok,ok
GLUDy,glu__L_c + h2o_c + nadp_c <=> akg_c + h_c + nadph_c + nh4_c,ok,ok,ok,GLUDxi,ok,ok
GLUN,gln__L_c + h2o_c --> glu__L_c + nh4_c,ok,ok,ok,ok,ok,ok
GLUNpp,gln__L_p + h2o_p --> glu__L_p + nh4_p,ok,ok,ok,ok,ok,ok
GLUPRT,gln__L_c + h2o_c + prpp_c --> glu__L_c + ppi_c + pram_c,ok,ok,ok,ok,ok,ok
GLUR,glu__D_c <=> glu__L_c,ok,ok,ok,ok,ok,ok
GLUSfx,akg_c + 2.0 fdxrd_c + gln__L_c + 2.0 h_c --> 2.0 fdxox_c + 2.0 glu__L_c,ok,ok,ok,ok,ok,ok
GLUSx,akg_c + gln__L_c + h_c + nadh_c --> 2.0 glu__L_c + nad_c,ok,ok,ok,GLUSy,ok,ok
GLUSy,akg_c + gln__L_c + h_c + nadph_c --> 2.0 glu__L_c + nadp_c,ok,ok,ok,GLUSx,ok,ok
GLUTARH,akg_c + glutar_c + o2_c --> S2hglut_c + co2_c + succ_c,ok,ok,ok,ok,ok,ok
GLUTARt2rpp,glutar_p + h_p --> glutar_c + h_c,ok,ok,ok,ok,ok,ok
GLUTCOADHc,fad_c + glutcoa_c + h_c --> b2coa_c + co2_c + fadh2_c,ok,ok,ok,ok,ok,ok
GLUTRR,glutrna_c + h_c + nadph_c --> glu1sa_c + nadp_c + trnaglu_c,ok,ok,ok,ok,ok,ok
GLUTRS,atp_c + glu__L_c + trnaglu_c --> amp_c + glutrna_c + ppi_c,ok,ok,ok,ok,ok,ok
GLUabc,atp_c + glu__L_e + h2o_c --> adp_c + glu__L_c + h_c + pi_c,ok,ok,ok,ok,ok,ok
GLUabcpp,atp_c + glu__L_p + h2o_c --> adp_c + glu__L_c + h_c + pi_c,ok,ok,ok,ok,ok,ok
GLUt2rpp,glu__L_p + h_p --> glu__L_c + h_c,ok,ok,ok,ok,ok,ok
GLUt4pp,glu__L_p + na1_p --> glu__L_c + na1_c,ok,ok,ok,ok,ok,ok
GLUtex,glu__L_e <=> glu__L_p,ok,ok,ok,ok,ok,ok
GLXCL,2.0 glx_c + h_c --> 2h3oppan_c + co2_c,ok,ok,ok,ok,ok,ok
GLXO1,glx_c + h2o_c + nad_c --> 2.0 h_c + nadh_c + oxa_c,ok,ok,ok,GLXO3r,ok,ok
GLXO3r,glx_c + h2o_c + o2_c --> h2o2_c + h_c + oxa_c,ok,ok,ok,GLXO1,ok,ok
GLYALDDr,glyald_c + h2o_c + nad_c --> glyc__R_c + 2.0 h_c + nadh_c,ok,ok,ok,ok,ok,ok
GLYBCOAT,glybcoa_c + h2o_c --> coa_c + glyb_c + h_c,ok,ok,ok,ok,ok,ok
GLYBabc,atp_c + glyb_e + h2o_c --> adp_c + glyb_c + h_c + pi_c,ok,ok,ok,ok,ok,ok
GLYBabcpp,atp_c + glyb_p + h2o_c --> adp_c + glyb_c + h_c + pi_c,ok,ok,ok,ok,ok,ok
GLYBt2pp,glyb_p + h_p --> glyb_c + h_c,ok,ok,GLYBt3pp,ok,ok,ok
GLYBt2r,glyb_e + h_e --> glyb_c + h_c,ok,ok,ok,ok,ok,ok
GLYBt3pp,glyb_c + h_p --> glyb_p + h_c,ok,ok,GLYBt2pp,ok,ok,ok
GLYBti4pp,glyb_p + na1_p --> glyb_c + na1_c,ok,ok,ok,ok,ok,ok
GLYC3Pt6,glyc3p_e + pi_c --> glyc3p_c + pi_e,ok,ok,ok,ok,ok,ok
GLYCAt2rpp,glyc__R_p + h_p --> glyc__R_c + h_c,ok,ok,ok,ok,ok,ok
GLYCK,atp_c + glyc__R_c --> 3pg_c + adp_c + h_c,ok,ok,ok,ok,ok,ok
GLYCL,gly_c + nad_c + thf_c --> co2_c + mlthf_c + nadh_c + nh4_c,ok,ok,ok,ok,ok,ok
GLYCLTDx,glx_c + h_c + nadh_c --> glyclt_c + nad_c,ok,ok,ok,GLYCLTDy;GLYCTO1;GLYCTO3,ok,ok
GLYCLTDy,glx_c + h_c + nadph_c --> glyclt_c + nadp_c,ok,ok,ok,GLYCLTDx;GLYCTO1;GLYCTO3,ok,ok
GLYCLTt2r,glyclt_e + h_e --> glyclt_c + h_c,ok,ok,ok,ok,ok,ok
GLYCLTt2rpp,glyclt_p + h_p --> glyclt_c + h_c,ok,ok,ok,ok,ok,ok
GLYCLTt4pp,glyclt_p + na1_p --> glyclt_c + na1_c,ok,ok,ok,ok,ok,ok
GLYCS_I,gthrd_c + mthgxl_c --> lgt__S_c,LGTHL,ok,ok,ok,ok,ok
GLYCS_II,h2o_c + lgt__S_c --> gthrd_c + h_c + lac__L_c,ok,ok,ok,ok,ok,ok
GLYCTO1,glyclt_c + o2_c --> glx_c + h2o2_c,ok,ok,ok,GLYCLTDx;GLYCLTDy;GLYCTO3,ok,ok
GLYCTO3,glyclt_c + mqn8_c --> glx_c + mql8_c,ok,ok,ok,GLYCLTDx;GLYCLTDy;GLYCTO1,ok,ok
GLYCtex,glyc_e <=> glyc_p,ok,ok,ok,ok,ok,ok
GLYCtpp,glyc_c <=> glyc_p,ok,ok,ok,ok,ok,ok
GLYGLNabcpp,atp_c + glygln_p + h2o_c --> adp_c + glygln_c + h_c + pi_c,ok,ok,ok,ok,ok,ok
GLYGLUabcpp,atp_c + glyglu_p + h2o_c --> adp_c + glyglu_c + h_c + pi_c,ok,ok,ok,ok,ok,ok
GLYGLYCNc,glygly_c + h2o_c --> 2.0 gly_c,ok,ok,ok,ok,ok,ok
GLYGLYabcpp,atp_c + glygly_p + h2o_c --> adp_c + glygly_c + h_c + pi_c,ok,ok,ok,ok,ok,ok
GLYK,atp_c + glyc_c --> adp_c + glyc3p_c + h_c,ok,ok,ok,ok,ok,ok
GLYMETabcpp,atp_c + glymet_p + h2o_c --> adp_c + glymet_c + h_c + pi_c,ok,ok,ok,ok,ok,ok
GLYO1,gly_c + h2o_c + o2_c --> glx_c + h2o2_c + nh4_c,ok,ok,ok,ok,ok,ok
GLYOX,h2o_c + lgt__S_c --> gthrd_c + h_c + lac__D_c,ok,ok,ok,ok,ok,ok
GLYPHEHYc,glyphe_c + h2o_c --> gly_c + phe__L_c,ok,ok,ok,ok,ok,ok
GLYPHEabcpp,atp_c + glyphe_p + h2o_c --> adp_c + glyphe_c + h_c + pi_c,ok,ok,ok,ok,ok,ok
GLYSERabcpp,atp_c + glyser_p + h2o_c --> adp_c + glyser_c + h_c + pi_c,ok,ok,ok,ok,ok,ok
GLYabc,atp_c + gly_e + h2o_c --> adp_c + gly_c + h_c + pi_c,ok,ok,ok,ok,ok,ok
GLYabcpp,atp_c + gly_p + h2o_c --> adp_c + gly_c + h_c + pi_c,ok,ok,ok,ok,ok,ok
GLYt2pp,gly_p + h_p --> gly_c + h_c,ok,ok,ok,ok,ok,ok
GLYt4pp,gly_p + na1_p --> gly_c + na1_c,ok,ok,ok,ok,ok,ok
GMPS2,atp_c + gln__L_c + h2o_c + xmp_c --> amp_c + glu__L_c + gmp_c + 2.0 h_c + ppi_c,ok,ok,ok,ok,ok,ok
GND,6pgc_c + nadp_c --> co2_c + nadph_c + ru5p__D_c,ok,ok,ok,ok,ok,ok
GNK,atp_c + glcn_c --> 6pgc_c + adp_c + h_c,ok,ok,ok,ok,ok,ok
GNNUC,gsn_c + h2o_c --> gua_c + rib__D_c,ok,ok,ok,ok,ok,ok
GNP,6pgc_c + h2o_c --> glcn_c + pi_c,ok,ok,ok,ok,ok,ok
GPDDA1_1,g3pc_e + h2o_e --> chol_e + glyc3p_e + h_e,ok,ok,ok,ok,ok,ok
GPDDA2,g3pe_c + h2o_c --> etha_c + glyc3p_c + h_c,ok,ok,ok,ok,ok,ok
GPDDA2_1,g3pg_e + h2o_e --> glyc3p_e + glyc_e + h_e,ok,ok,ok,ok,ok,ok
GPDDA3_1,g3ps_e + h2o_e --> glyc3p_e + h_e + ser__L_e,ok,ok,ok,ok,ok,ok
GPDDA4,g3pg_c + h2o_c --> glyc3p_c + glyc_c + h_c,ok,ok,ok,ok,ok,ok
GPDDA4_1,g3pg_e + h2o_c --> glyc3p_c + glyc_c + h_c,ok,ok,ok,ok,ok,ok
GRTT,grdp_c + ipdp_c --> frdp_c + ppi_c,ok,ok,ok,ok,ok,ok
GRXR,grxox_c + 2.0 gthrd_c --> grxrd_c + gthox_c,ok,ok,ok,ok,ok,ok
GSNt2,gsn_e + h_e --> gsn_c + h_c,ok,ok,ok,ok,ok,ok
GSNt3pp,gsn_c + h_p --> gsn_p + h_c,ok,ok,ok,ok,ok,ok
GSPMDA,gtspmd_c + h2o_c --> gthrd_c + spmd_c,ok,ok,ok,ok,ok,ok
GSPMDS,atp_c + gthrd_c + spmd_c --> adp_c + gtspmd_c + h_c + pi_c,ok,ok,ok,ok,ok,ok
GTHPi,2.0 gthrd_c + h2o2_c --> gthox_c + 2.0 h2o_c,ok,ok,ok,CAT;CYTBD2pp;CYTBDpp;CYTBO3_4pp;NADHPO;THIORDXi,ok,ok
GTHRDHpp,gthrd_p + h2o_p --> cgly_p + glu__L_p,ok,ok,ok,ok,ok,ok
GTHRDabc2pp,atp_c + gthrd_c + h2o_c --> adp_c + gthrd_p + h_c + pi_c,ok,ok,GTHRDabcpp,ok,ok,ok
GTHRDabcpp,atp_c + gthrd_p + h2o_c --> adp_c + gthrd_c + h_c + pi_c,ok,ok,GTHRDabc2pp,ok,ok,ok
GTHRDt2_1,atp_c + gthrd_e + h2o_c --> adp_c + gthrd_c + h_c + pi_c,ok,ok,ok,ok,ok,ok
GTHS,atp_c + glucys_c + gly_c --> adp_c + gthrd_c + h_c + pi_c,ok,ok,ok,ok,ok,ok
GTPCI,gtp_c + h2o_c --> ahdt_c + for_c + h_c,ok,ok,ok,ok,ok,ok
GTPCII2,gtp_c + 3.0 h2o_c --> 25drapp_c + for_c + 2.0 h_c + ppi_c,ok,ok,ok,ok,ok,ok
GTPDPDP,gdptp_c + h2o_c --> h_c + pi_c + ppgpp_c,ok,ok,ok,ok,ok,ok
GTPDPK,atp_c + gtp_c --> amp_c + gdptp_c + h_c,GTPDPK_1,ok,ok,ok,ok,ok
GTPDPK_1,atp_c + gtp_c --> amp_c + gdptp_c + h_c,GTPDPK,ok,ok,ok,ok,ok
GTPHs,gtp_c + h2o_c + h_c --> nh4_c + xtp_c,ok,ok,ok,ok,ok,ok
GUACYC,gtp_c --> 35cgmp_c + ppi_c,ok,ok,ok,ok,ok,ok
GUAD,gua_c + h2o_c + h_c --> nh4_c + xan_c,ok,ok,ok,ok,ok,ok
GUAPRT,gua_c + prpp_c --> gmp_c + ppi_c,ok,ok,ok,ok,ok,ok
GUAt,gua_e <=> gua_c,ok,ok,ok,ok,ok,ok
GUAt2pp,gua_p + h_p --> gua_c + h_c,ok,ok,ok,ok,ok,ok
GUDBUTNAH,4gudbutn_c + h2o_c --> 4abut_c + urea_c,ok,ok,ok,ok,ok,ok
H2CO3D,co2_c + h2o_c <=> h2co3_c,ok,ok,ok,ok,ok,ok
H2CO3D2,h_c + hco3_c <=> h2co3_c,ok,ok,ok,ok,ok,ok
H2Ot,h2o_e <=> h2o_c,ok,ok,ok,ok,ok,ok
H2Otex,h2o_e <=> h2o_p,ok,ok,ok,ok,ok,ok
H2Otpp,h2o_p <=> h2o_c,ok,ok,ok,ok,ok,ok
H2SO,h2s_c + 2.0 o2_c --> 2.0 h_c + so4_c,ok,ok,ok,ok,ok,ok
H2St1,h2s_c <=> h2s_e,ok,ok,ok,ok,ok,ok
HACD1,aacoa_c + h_c + nadh_c <=> 3hbcoa_c + nad_c,ok,HACD1i,HACD1i,ok,ok,ok
HACD10i,3hhpcoa_c + nad_c --> 3ohpcoa_c + h_c + nadh_c,ok,ok,ok,ok,ok,ok
HACD11i,3hnonacoa_c + nad_c --> 3ononacoa_c + h_c + nadh_c,ok,ok,ok,ok,ok,ok
HACD12i,3hpdecacoa_c + nad_c --> 3opdecacoa_c + h_c + nadh_c,ok,ok,ok,ok,ok,ok
HACD13i,3hpnonacoa_c + nad_c --> 3opnonacoa_c + h_c + nadh_c,ok,ok,ok,ok,ok,ok
HACD14i,3hpoctacoa_c + nad_c --> 3opoctacoa_c + h_c + nadh_c,ok,ok,ok,ok,ok,ok
HACD15i,3hphpcoa_c + nad_c --> 3ophpcoa_c + h_c + nadh_c,ok,ok,ok,ok,ok,ok
HACD16i,3hphxacoa_c + nad_c --> 3ophxacoa_c + h_c + nadh_c,ok,ok,ok,ok,ok,ok
HACD17i,3hpptcoa_c + nad_c --> 3opptcoa_c + h_c + nadh_c,ok,ok,ok,ok,ok,ok
HACD18i,3hpbcoa_c + nad_c --> 3opbcoa_c + h_c + nadh_c,ok,ok,ok,ok,ok,ok
HACD19i,3h6athcoa_c + nad_c --> 3o6athcoa_c + h_c + nadh_c,ok,ok,ok,ok,ok,ok
HACD1i,3hbcoa_c + nad_c --> aacoa_c + h_c + nadh_c,ok,HACD1,HACD1,ok,ok,ok
HACD2,3ohcoa_c + h_c + nadh_c <=> 3hhcoa_c + nad_c,ok,HACD2i,HACD2i,ok,ok,ok
HACD20i,3hvacccoa_c + nad_c --> 3ovacccoa_c + h_c + nadh_c,ok,ok,ok,ok,ok,ok
HACD21i,3hhdccoa_c + nad_c --> 3ohdccoa_c + h_c + nadh_c,ok,ok,ok,ok,ok,ok
HACD22i,3htdccoa_c + nad_c --> 3otdccoa_c + h_c + nadh_c,ok,ok,ok,ok,ok,ok
HACD23i,3hddccoa_c + nad_c --> 3oddccoa_c + h_c + nadh_c,ok,ok,ok,ok,ok,ok
HACD24i,3hodecoa_c + nad_c --> 3oodecoa_c + h_c + nadh_c,ok,ok,ok,ok,ok,ok
HACD25i,3hhdd7coa_c + nad_c --> 3ohdd7coa_c + h_c + nadh_c,ok,ok,ok,ok,ok,ok
HACD26i,3hdd5coa_c + nad_c --> 3odd5coa_c + h_c + nadh_c,ok,ok,ok,ok,ok,ok
HACD27i,3hptslacoa_c + nad_c --> 3optslacoa_c + h_c + nadh_c,ok,ok,ok,ok,ok,ok
HACD28i,3hhdd4coa_c + nad_c --> 3ohdd4coa_c + h_c + nadh_c,ok,ok,ok,ok,ok,ok
HACD29i,3hlnlccoa_c + nad_c --> 3olnlccoa_c + h_c + nadh_c,ok,ok,ok,ok,ok,ok
HACD2i,3hhcoa_c + nad_c --> 3ohcoa_c + h_c + nadh_c,ok,HACD2,HACD2,ok,ok,ok
HACD3,3oocoa_c + h_c + nadh_c <=> 3hocoa_c + nad_c,ok,HACD3i,HACD3i,ok,ok,ok
HACD30i,3hhd710coa_c + nad_c --> 3ohd710coa_c + h_c + nadh_c,ok,ok,ok,ok,ok,ok
HACD31i,3hhd58coa_c + nad_c --> 3ohd58coa_c + h_c + nadh_c,ok,ok,ok,ok,ok,ok
HACD32i,3hdd6coa_c + nad_c --> 3odd6coa_c + h_c + nadh_c,ok,ok,ok,ok,ok,ok
HACD33i,3hdec4coa_c + nad_c --> 3odec4coa_c + h_c + nadh_c,ok,ok,ok,ok,ok,ok
HACD3i,3hocoa_c + nad_c --> 3oocoa_c + h_c + nadh_c,ok,HACD3,HACD3,ok,ok,ok
HACD4,3odcoa_c + h_c + nadh_c <=> 3hdcoa_c + nad_c,ok,HACD4i,HACD4i,ok,ok,ok
HACD4i,3hdcoa_c + nad_c --> 3odcoa_c + h_c + nadh_c,ok,HACD4,HACD4,ok,ok,ok
HACD5,3oddcoa_c + h_c + nadh_c <=> 3hddcoa_c + nad_c,ok,HACD5i,HACD5i,ok,ok,ok
HACD5i,3hddcoa_c + nad_c --> 3oddcoa_c + h_c + nadh_c,ok,HACD5,HACD5,ok,ok,ok
HACD6,3otdcoa_c + h_c + nadh_c <=> 3htdcoa_c + nad_c,ok,HACD6i,HACD6i,ok,ok,ok
HACD6i,3htdcoa_c + nad_c --> 3otdcoa_c + h_c + nadh_c,ok,HACD6,HACD6,ok,ok,ok
HACD7,3ohdcoa_c + h_c + nadh_c <=> 3hhdcoa_c + nad_c,ok,HACD7i,HACD7i,ok,ok,ok
HACD7i,3hhdcoa_c + nad_c --> 3ohdcoa_c + h_c + nadh_c,ok,HACD7,HACD7,ok,ok,ok
HACD8,3ohodcoa_c + h_c + nadh_c <=> 3hodcoa_c + nad_c,ok,HACD8i,HACD8i,ok,ok,ok
HACD8i,3hodcoa_c + nad_c --> 3ohodcoa_c + h_c + nadh_c,ok,HACD8,HACD8,ok,ok,ok
HATBH,3h4atbcoa_c + h2o_c --> 3h4atb_c + coa_c + h_c,ok,ok,ok,ok,ok,ok
HBCE,3hbcoa_c <=> 3hbcoa__R_c,ok,ok,ok,ok,ok,ok
HBCHLR,3hbcoa__R_c <=> b2coa_c + h2o_c,ok,ok,ok,ok,ok,ok
HBRCH,3hbcoa__R_c + h2o_c --> bhb_c + coa_c + h_c,ok,ok,ok,ok,ok,ok
HBZOPT,4hbz_c + octdp_c --> 3ophb_c + ppi_c,ok,ok,ok,ok,ok,ok
HCO3E,co2_c + h2o_c <=> h_c + hco3_c,ok,ok,ok,ok,ok,ok
HCYSMT,amet_c + hcys__L_c --> ahcys_c + h_c + met__L_c,ok,ok,ok,ok,ok,ok
HDCAtexi,hdca_e --> hdca_p,ok,ok,ok,ok,ok,ok
HDCEAtexi,hdcea_e --> hdcea_p,ok,ok,ok,ok,ok,ok
HDH,h2o_c + histd_c + 2.0 nad_c --> 3.0 h_c + his__L_c + 2.0 nadh_c,ok,ok,ok,ok,ok,ok
HEMEti,atp_c + h2o_c + pheme_e --> adp_c + h_c + pheme_c + pi_c,ok,ok,ok,ok,ok,ok
HETZK_1,4mhetz_c + atp_c --> 4mpetz_c + adp_c + h_c,ok,ok,ok,ok,ok,ok
HEX1,atp_c + glc__D_c --> adp_c + g6p_c + h_c,ok,ok,ok,ok,ok,ok
HG2t3pp,h_p + hg2_c --> h_c + hg2_p,ok,ok,ok,ok,ok,ok
HG2tppi,hg2_p --> hg2_c,ok,ok,ok,ok,ok,ok
HGNTOR,hgentis_c + o2_c --> 4mlacac_c + h_c,ok,ok,ok,ok,ok,ok
HIBDkt,3hmp_c + nad_c --> h_c + mmtsa_c + nadh_c,ok,ok,ok,ok,ok,ok
HISDr,his__L_c --> nh4_c + urcan_c,ok,ok,ok,ok,ok,ok
HISGLYabcpp,atp_c + h2o_c + hisgly_p --> adp_c + h_c + hisgly_c + pi_c,ok,ok,ok,ok,ok,ok
HISHISabcpp,atp_c + h2o_c + hishis_p --> adp_c + h_c + hishis_c + pi_c,ok,ok,ok,ok,ok,ok
HISTDb,h2o_c + histda_c + nad_c --> 2.0 h_c + his__L_c + nadh_c,ok,ok,ok,ok,ok,ok
HISTP,h2o_c + hisp_c --> histd_c + pi_c,ok,ok,ok,ok,ok,ok
HISabc,atp_c + h2o_c + his__L_e --> adp_c + h_c + his__L_c + pi_c,ok,ok,ok,ok,ok,ok
HISabcpp,atp_c + h2o_c + his__L_p --> adp_c + h_c + his__L_c + pi_c,ok,ok,ok,ok,ok,ok
HISt2rpp,h_p + his__L_p --> h_c + his__L_c,ok,ok,ok,ok,ok,ok
HMBS,h2o_c + 4.0 ppbng_c --> hmbil_c + 4.0 nh4_c,ok,ok,ok,ok,ok,ok
HMGL,hmgcoa_c --> acac_c + accoa_c,HMGL_2,ok,ok,ok,ok,ok
HMGL_2,hmgcoa_c --> acac_c + accoa_c,HMGL,ok,ok,ok,ok,ok
HMPK1,4ahmmp_c + atp_c --> 4ampm_c + adp_c + h_c,ok,ok,ok,ok,ok,ok
HMR_0188,atp_c + coa_c + ddca_c --> amp_c + ddcacoa_c + ppi_c,ok,ok,ok,ok,ok,ok
HMR_0260,h2o_c + vacccoa_c --> coa_c + h_c + vacc_c,ok,ok,ok,ok,ok,ok
HOMt2pp,h_p + hom__L_c --> h_c + hom__L_p,ok,ok,ok,ok,ok,ok
HPA3MO,4hphac_c + h_c + nadh_c + o2_c --> 34dhpha_c + h2o_c + nad_c,ok,ok,ok,ok,ok,ok
HPAtexi,hpta_e --> hpta_p,ok,ok,ok,ok,ok,ok
HPPK,2ahhmp_c + atp_c --> 2ahhmd_c + amp_c + h_c,ok,ok,ok,ok,ok,ok
HPYRI,hpyr_c <=> 2h3oppan_c,ok,ok,ok,ok,ok,ok
HPYRP,3php_c + h2o_c --> hpyr_c + pi_c,ok,ok,ok,ok,ok,ok
HPYRRx,h_c + hpyr_c + nadh_c --> glyc__R_c + nad_c,ok,ok,ok,HPYRRy,ok,ok
HPYRRy,h_c + hpyr_c + nadph_c --> glyc__R_c + nadp_c,ok,ok,ok,HPYRRx,ok,ok
HSERTA,accoa_c + hom__L_c --> achms_c + coa_c,ok,ok,ok,ok,ok,ok
